,secID,ticker,tradeDate,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB,PCF,PE,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
931,000001.XSHE,1,2017/4/25,,,,,,28.7317,,0.1055,-1.5134,,0.4956,0.0176,0.01,,,,-0.0009,-0.0005,-0.0009,0.7454,0.6367,1.1706,13.471,0.9309,0.0076,0.31,-0.3119,,0.1334,9.0154,9.2216,9.0853,8.9782,9.2077,1.4476,25.5868,0.0691,0.5396,0.1471,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7199,0.0047,0.0041,,,0.6744,25.7637,25.7489,0,,,9.02,9.27,9.088,8.9458,9.2838,-201.7557,19.1046,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.8229,-0.9464,6.7996,1.4323,0.3333,,0.9835,0.9792,0.9944,0.0081,0.0098,0.1166,0.1651,29.9587,0.0381,-0.4189,0.722,0,1.2849,0.0167,1.0075,0.1212,0.0374,0.3868,0.0237,0.0027,0.0036,0.0031,0.0035,0.0027,0.0029,-98.9014,1.9267,0.1256,28,0.163,-0.0177,0,0.8097,-0.0394,-6,0.1143,0.1616,87.2582,-4.7396,-0.0619,-0.008,1.2492,6,0.4749,0.3192,-0.6897,0.0088,122.1103,-0.0188,-0.6045,0.0768,0.0782,-0.2252,-0.9713,0.6022,-3.0603,8.8968,9.2792,-37.4943,-98.7264,128.328,-130.46,31.7816,25.4245,44.4959,-1.0993,-2.0759,0.858,0.3393,0.0352,0.0367,48.9569,-0.0165,0.4702,0.2795,-25.4368,0.1316,1.0019,32592223625,32569531932,32680506420,470.6733,398.7454,150.825,158.8953,-1975218.246,-3746462.029,45029796.8,46063165.02,49809627.05,41549702.33,-3542487.566,-24.7511,0.4108,-26.5928,-28.9455,13993648.19,16540056.21,-6.9209,9415836019,10498.8199,10509.7136,10478.1844,-3.8038,-3.3869,-9.7315,10.0259,-0.0019,-0.002,14.7228,27.3658,46.9354,42.9423,-80,84,4,-0.0781,-0.0875,-0.6742,0.1629,0.8371,-0.1506,-0.136,1522.3327,1522.3028,1522.9187,-0.0021,-0.0016,47.0095,-0.0132,-0.0245,-0.0041,-0.023,0.6448,2.0076,1.614,0.67,-0.0701,-0.232,9.0307,9.1182,0.0669,9.02,1.0023,8.9417,8.9703,1.0023,69.965,46.287,23.678,57.4383,24.8724,-0.1086,-0.0281,0.0089,2.0621,12953.0357,0.9783,0.9729,0.1
932,000001.XSHE,1,2017/4/26,,,,,,28.7317,,0.1055,-1.5134,,0.566,0.0176,0.01,,,,-0.001,-0.0007,-0.0013,0.7454,0.6367,1.1706,13.471,0.9309,0.0075,0.31,-0.3119,,0.1334,9.0109,9.2178,9.0763,8.9823,9.2005,1.4476,25.5868,0.0691,0.5396,0.1472,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7186,0.0047,0.0041,,,0.6744,25.7626,25.7478,0,,,9.007,9.2685,9.0805,8.9619,9.28,-191.5678,18.2548,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.822,-0.9453,6.792,1.4307,0.3333,,0.9858,0.9836,1.009,0.0081,0.0098,0.1166,0.1651,30.5907,0.0417,-0.42,0.722,0,1.2849,0.0167,1.008,0.1212,0.0374,0.3868,0.0237,0.0026,0.0036,0.0029,0.0035,0.0023,0.0029,-96.5038,1.9262,0.1231,30,0.1631,-0.0164,-2,0.8105,-0.0375,-8,0.1139,0.1615,87.6953,-4.7633,-0.0619,-0.008,1.2492,6,0.4672,0.258,-0.4682,0.0088,122.1103,-0.0098,-0.4871,0.0748,0.0734,-0.1843,-0.9926,0.3179,-3.1204,8.8862,9.2748,-21.4006,-80.2413,93.5912,-124.2219,35.6195,28.8003,49.2578,-0.6609,-1.636,0.7982,0.4094,0.0305,0.0421,42.011,-0.0142,0.429,0.2795,-21.1009,0.0965,1.001,32554008919,32562267942,32664152109,442.8344,405.271,114.3707,154.9901,-2399181.441,-4095034.222,43790689.39,44855709.78,48950744.01,40438036.88,-3391705.562,-15.1054,0.4188,-4.7831,13.9455,14156677.47,12602193.58,-6.1873,8859281275,10506.7813,10509.0844,10476.4727,-3.9761,-2.299,-1.2514,2.8933,-0.0018,-0.0015,13.0942,24.3512,44.6885,39.9282,-76,80,4,-0.0793,-0.0842,-0.5852,0.2074,0.7926,-0.1299,-0.1471,1522.2933,1522.1482,1522.7887,-0.0016,-0.0016,45.3593,-0.0153,-0.021,0.0171,-0.0189,0.3597,2.0343,1.2422,0.6701,-0.0402,-0.2011,9.0245,9.1087,0.0441,9.0127,1.0025,8.9541,8.9866,1.0018,77.3694,53.8398,23.5296,67.5698,24.7428,-0.0708,-0.0213,0.0055,2.0621,12939.6775,0.9793,0.973,0
933,000001.XSHE,1,2017/4/27,,,,,,28.7317,,0.1055,-1.5134,,0.5417,0.0176,0.01,,,,-0.001,-0.0007,-0.0014,0.7451,0.6366,1.1704,13.471,0.9309,0.0076,0.31,-0.311,,0.1334,9.0034,9.2137,9.0661,8.9781,9.193,1.4476,25.5868,0.0691,0.5396,0.1476,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7216,0.0047,0.0041,,,0.6744,25.7603,25.7455,0,,,8.9919,9.267,9.073,8.9718,9.275,-163.8899,17.1407,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.8202,-0.9432,6.7769,1.4275,0.3333,,0.9835,0.9835,1.0055,0.0081,0.0098,0.1166,0.1651,31.1828,0.031,-0.3905,0.722,0,1.2849,0.0167,1.017,0.1212,0.0374,0.3868,0.0237,0.0026,0.0036,0.0029,0.0035,0.0022,0.0029,-68.1976,1.9262,0.1181,30,0.1634,-0.0164,-4,0.8123,-0.0375,-10,0.1139,0.1615,88.5827,-4.8115,-0.0619,-0.008,1.2492,6,0.4517,0.2642,-0.2649,0.0089,122.1103,-0.0048,-0.4994,0.0752,0.0746,-0.2466,-1.1377,-0.0227,-3.2911,8.8736,9.2724,-47.6805,-94.7399,-30.4212,-137.8091,34.1636,30.0438,42.4032,0.6713,-1.6508,0.8178,0.4094,0.0264,0.0453,36.8201,-0.0165,0.43,0.2795,-21.2121,-0.0042,1.0001,32515269663,32561875219,32648267698,438.1735,343.8082,116.3993,31.7016,-2775269.271,-4279620.593,42872246.95,43914716.89,48194337.49,39871776.59,-3008702.643,-17.1492,0.4275,-36.7458,-51.5559,13985501.92,12800565.72,-5.767,8766633091,10534.1267,10510.8134,10490.6864,-4.136,0.7549,11.0324,10.9341,-0.0024,0.0003,11.286,29.9515,44.7667,38.3289,-40,76,36,-0.0799,-0.0823,-0.612,0.194,0.806,-0.1506,-0.1621,1522.2044,1522.1853,1522.668,-0.0013,-0.0015,50.1897,-0.0171,-0.018,0.0108,-0.0156,-0.4378,2.0609,0.8874,0.6653,0.0794,-0.1722,9.0161,9.0984,0.0262,9.0128,1.0048,8.9549,8.9792,1.0025,77.2461,54.2429,23.0032,60.8343,24.6908,-0.1125,-0.0424,0.0078,2.0621,12909.9925,0.9803,0.9793,0
934,000001.XSHE,1,2017/4/28,,,,,,28.7317,,0.1055,-1.5134,,0.5332,0.0176,0.01,,,,-0.001,-0.0007,-0.0013,0.7381,0.6386,1.1559,13.471,0.9309,0.0077,0.31,-0.3113,,0.1334,9.001,9.21,9.0589,8.9822,9.1863,1.4476,25.5868,0.0691,0.5396,0.1472,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7219,0.0047,0.0041,,,0.6744,25.7626,25.7478,0,,,8.983,9.2658,9.067,8.976,9.2705,-131.3451,22.095,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.822,-0.9453,6.792,1.4307,0.4167,,0.9901,0.9869,1.0023,0.0081,0.0098,0.1166,0.1651,36.1842,0.0351,-0.4055,0.722,0,1.2849,0.0167,1.1055,0.1212,0.0374,0.3868,0.0237,0.0025,0.0035,0.0028,0.0034,0.0022,0.0029,-75.4182,1.9262,0.0963,30,0.1631,-0.0156,-5,0.8105,-0.0357,-11,0.1139,0.1615,87.6953,-4.7633,-0.0619,-0.008,1.2492,6,0.4672,0.2807,-0.0924,0.0094,122.1103,0.0026,-0.5697,0.0748,0.0739,0.0827,-0.8451,0.1603,-3.0213,8.8651,9.2689,-20.3031,-74.1574,11.8653,-127.6399,41.2886,34.6538,54.5583,0.7861,-1.3131,0.858,0.3692,0.0307,0.0393,43.8571,-0.0099,0.4197,0.3001,-16.6157,-0.0416,0.9991,32543914299,32558962769,32636821223,423.5758,321.4821,120.1399,38.9518,-3256362.971,-5180737.771,40285408.6,41565473.68,46746211.45,36129396.39,-3848749.6,-18.5996,0.4104,-37.0913,-34.546,14737264.54,13199488.85,-5.1459,8475436644,10562.7713,10515.0111,10508.1546,-4.1124,1.7807,24.1688,12.005,-0.0021,0.0018,11.6742,26.0968,43.8916,36.4713,-40,72,32,-0.0796,-0.0783,-0.5262,0.2369,0.7631,-0.0897,-0.1681,1522.2703,1522.2249,1522.5651,-0.001,-0.0015,63.7231,-0.0182,-0.0151,0.0061,-0.0117,0.3503,2.0476,0.6179,0.6781,0.1196,-0.0619,9.0121,9.0904,0.025,9.01,1.0022,8.9661,8.99,0.9992,79.9803,55.204,24.7763,63.1907,24.6476,-0.0976,-0.0275,0.0078,2.0668,12909.9925,0.9858,0.9772,0
935,000001.XSHE,1,2017/5/2,,,,,,28.7317,,0.1055,-1.5134,,0.5404,0.0177,0.01,,,,-0.0011,-0.0009,-0.0014,0.7465,0.6459,1.1558,13.471,0.9309,0.0076,0.31,-0.3157,,0.1334,8.9899,9.2055,9.0476,8.9681,9.1782,1.4476,25.5868,0.0691,0.5396,0.1481,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7229,0.0047,0.0041,,,0.6744,25.757,25.7422,0,,,8.967,9.2647,9.06,8.978,9.264,-96.7805,23.2736,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.8174,-0.9401,6.7542,1.4227,0.4167,,0.9824,0.9846,1.0012,0.0081,0.0098,0.1166,0.1651,32.6733,0.021,-0.425,0.722,0,1.2849,0.0167,1.1628,0.1212,0.0374,0.3868,0.0237,0.0024,0.0035,0.0026,0.0034,0.0021,0.0029,-77.7596,1.9264,0.0964,30,0.164,-0.0156,-6,0.815,-0.0357,-12,0.1139,0.1615,89.948,-4.8857,-0.0619,-0.008,1.2492,6,0.4286,0.278,0.0362,0.0101,122.1103,0.002,-0.5258,0.0759,0.0767,-0.3025,-1.326,-0.4248,-3.4987,8.8504,9.2696,-70.9068,-87.8648,-123.3444,-139.5687,35.298,33.7811,38.3318,-0.3334,-1.5446,0.7786,0.3692,0.0266,0.0398,40.0602,-0.0176,0.4403,0.3001,-18.9357,-0.1179,0.998,32512811689,32545443081,32627256045,406.2593,319.2387,114.5616,41.3628,-3731415.14,-5631623.814,38615808.85,39955802.34,45587426.16,34453800.93,-3800417.348,-17.3608,0.4304,-12.9857,-4.4197,14626722.84,12564202.97,-4.7741,8128751196,10572.7874,10520.8947,10524.334,-4.1209,0.3719,30.5326,10.2382,-0.0019,-0.0004,9.9664,25.9126,43.9653,37.2732,-40,68,28,-0.0793,-0.0783,-0.534,0.233,0.767,-0.1598,-0.186,1522.0955,1522.2054,1522.4477,-0.0009,-0.0014,61.3617,-0.0186,-0.0133,0.0001,-0.0087,-0.3969,2.0489,0.3386,0.6799,-0.001,-0.0722,9.001,9.0793,0.0274,8.9982,1.0065,8.9519,8.9586,1.003,77.931,55.6208,22.3102,62.0292,24.5723,-0.1071,-0.0463,0.0068,2.0668,12837.4312,0.9802,0.9727,0
936,000001.XSHE,1,2017/5/3,,,,,,28.7317,,0.1055,-1.5134,,0.5149,0.0177,0.01,,,,-0.0012,-0.001,-0.0015,0.7462,0.6458,1.1555,13.471,0.9309,0.0076,0.31,-0.3156,,0.1334,8.9754,9.2006,9.0345,8.9487,9.1694,1.4476,25.5868,0.0691,0.5396,0.1486,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7237,0.0047,0.0041,,,0.6744,25.7536,25.7388,0,,,8.953,9.2628,9.047,8.9601,9.2582,-86.5679,24.0276,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.8147,-0.9369,6.7316,1.4179,0.4167,,0.9845,0.9717,0.99,0.0081,0.0098,0.1166,0.1651,33.3333,0.0261,-0.4284,0.722,0,1.2849,0.0167,1.1626,0.1212,0.0374,0.3868,0.0237,0.0023,0.0035,0.0025,0.0034,0.002,0.0029,-102.6271,1.9264,0.1245,32,0.1636,-0.0266,-8,0.8152,-0.0405,-14,0.1076,0.1578,91.356,-4.9622,-0.0619,-0.008,1.2492,6,0.4054,0.2829,0.2158,0.0096,122.1103,-0.0006,-0.597,0.074,0.0722,-0.4803,-1.5149,-0.5597,-3.7615,8.8339,9.2601,-128.0376,-93.2762,-117.5523,-146.2382,25.2753,29.707,16.4119,-0.2194,-2.834,0.8188,0.33,0.0231,0.0392,37.0787,-0.0155,0.4702,0.2104,-38.1722,-0.1528,0.997,32484780612,32533834801,32613123708,389.8134,302.0278,112.1048,45.7893,-4218277.439,-6165726.636,36691312.15,38121229.21,44286955.85,32312892.95,-3894898.394,-20.9882,0.4709,-42.8521,-29.0344,15011545.05,12308702.61,-4.5529,7799621349,10572.7874,10524.2653,10541.3457,-4.1792,-0.2173,30.3602,5.6369,-0.0021,-0.0005,8.8541,24.7065,44.3982,38.1527,-76,100,24,-0.0794,-0.0797,-0.5348,0.2326,0.7674,-0.1402,-0.1881,1522.0017,1522.1997,1522.3404,-0.001,-0.0014,59.046,-0.0185,-0.0133,-0.0166,-0.0075,-0.7374,1.999,0.5242,0.6782,0.0196,-0.1918,8.987,9.0667,0.0266,8.9865,1.0086,8.9298,8.9237,1.0048,69.7585,47.5223,22.2362,49.6121,24.4479,-0.1026,-0.0634,0.0044,2.0599,12837.4312,0.9813,0.9748,0
937,000001.XSHE,1,2017/5/4,,,,,,28.7317,,0.1055,-1.5134,,0.528,0.0181,0.01,,,,-0.0012,-0.0009,-0.0012,0.7262,0.615,1.1808,13.471,0.9309,0.0077,0.31,-0.3204,,0.1334,8.9325,9.193,9.0064,8.8791,9.1554,1.4476,25.5868,0.0691,0.5396,0.1514,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7268,0.0048,0.0041,,,0.6744,25.7344,25.7196,0,,,8.9359,9.2598,9.0235,8.91,9.2487,-92.9774,22.758,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.7992,-0.9191,6.6031,1.3909,0.3333,,0.9809,0.9489,0.9721,0.0081,0.0098,0.1166,0.1651,22.7769,-0.0035,-0.4506,0.722,0,1.2849,0.0167,1.1672,0.1212,0.0374,0.3868,0.0237,0.0023,0.0035,0.0026,0.0034,0.0023,0.0029,-137.358,1.9264,0.1293,34,0.1621,-0.0539,-10,0.8178,-0.0558,-16,0.0765,0.1393,100.2486,-5.4452,-0.0619,-0.008,1.2492,6,0.2743,0.3057,-0.3195,0.0113,122.1103,-0.0226,-0.6526,0.0823,0.0918,-2.195,-3.144,-1.9102,-5.5015,8.784,9.263,-267.274,-160.7912,-166.6667,-198.5099,16.9668,24.7479,1.4046,-2.8876,-5.1058,0.9498,0.33,0.02,0.0441,31.2012,-0.0191,0.6404,0.1702,-58.0064,-0.3024,0.9953,32415128905,32504319014,32593013034,397.5742,347.7867,122.0468,136.9143,-4013372.822,-3193754.355,42684111.21,42972071.95,46165826.31,44759164.3,1639236.934,-16.8847,0.4578,30.9508,84.2963,11999242.68,13608249.36,-4.6877,7952508009,10519.1767,10523.1936,10544.7385,-4.7652,-4.7035,10.4718,10.9544,-0.0038,-0.006,6.9043,46.8195,48.3849,40.7206,-80,100,20,-0.0822,-0.0935,-0.6226,0.1887,0.8113,-0.1702,-0.1751,1520.6715,1521.9228,1522.1128,-0.0018,-0.0015,48.9222,-0.0176,-0.0139,-0.0424,-0.0107,-3.8414,1.959,1.3515,0.6506,-0.2207,-0.4218,8.949,9.0425,0.055,8.9433,1.0233,8.8391,8.7897,1.0224,58.8286,39.6802,19.1484,34.3357,24.531,-0.2366,-0.0664,0.0195,2.0599,12592.2719,0.9604,0.9583,0
938,000001.XSHE,1,2017/5/5,,,,,,28.7317,,0.1055,-1.5134,,0.5071,0.0183,0.01,,,,-0.0011,-0.0008,-0.0009,0.729,0.6123,1.1905,13.471,0.9309,0.0077,0.31,-0.3144,,0.1334,8.8776,9.1837,8.9706,8.7962,9.1382,1.4476,25.5868,0.0691,0.5396,0.1534,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7307,0.0048,0.0041,,,0.6744,25.7217,25.7069,0,,,8.907,9.2557,8.995,8.8421,9.2375,-102.8007,22.3684,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.7891,-0.9075,6.52,1.3734,0.3333,,0.9675,0.9381,0.9622,0.0081,0.0098,0.1166,0.1651,20.887,-0.0199,-0.4525,0.722,0,1.2849,0.0167,1.1474,0.1212,0.0374,0.3868,0.0237,0.0024,0.0035,0.0027,0.0034,0.0026,0.003,-155.444,1.9264,0.1293,36,0.1642,-0.054,-12,0.8282,-0.0565,-18,0.0765,0.1393,106.9872,-5.8112,-0.0619,-0.008,1.2492,6,0.1894,0.3133,-0.8836,0.0125,122.1103,-0.0476,-0.6857,0.0893,0.1066,-3.1041,-4.0527,-2.3933,-6.571,8.7123,9.2778,-223.4884,-217.8479,-123.8977,-245.5981,16.3367,22.3137,4.3828,-4.0032,-6.1876,1.0498,0.33,0.0173,0.0546,24.0612,-0.0325,0.7394,0.1702,-62.577,-0.4745,0.9934,32352758820,32470777331,32571955813,404.5953,380.4909,126.1118,157.5184,-3492650.281,-1409760.114,46263379.18,45956381.65,47366141.76,50629471.2,4165780.333,-7.3854,0.4565,85.9701,63.2096,14111475.03,14207599.92,-5.0027,8092948845,10491.7339,10520.3509,10542.2306,-5.3948,-8.9344,-7.3482,43.3108,-0.0063,-0.0129,5.5139,58.3367,52.9639,44.3109,-84,100,16,-0.0882,-0.112,-0.6822,0.1589,0.8411,-0.2898,-0.1761,1519.8914,1521.5225,1521.8353,-0.003,-0.0017,42.4597,-0.0167,-0.0166,-0.0708,-0.0179,-3.8711,2.1442,2.2382,0.6935,-0.331,-0.5311,8.9,9.012,0.0969,8.8888,1.0299,8.7309,8.6581,1.032,49.7259,39.7472,9.9787,27.5251,24.816,-0.3302,-0.1497,0.0209,2.0341,12592.2719,0.9536,0.9474,0
939,000001.XSHE,1,2017/5/8,,,,,,28.7317,,0.1055,-1.5134,,0.4937,0.0184,0.01,,,,-0.001,-0.0009,-0.0007,0.7329,0.5868,1.249,13.471,0.9309,0.0077,0.31,-0.3129,,0.1334,8.8216,9.1736,8.9324,8.7207,9.1195,1.4476,25.5868,0.0691,0.5396,0.1544,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7291,0.0048,0.0041,,,0.6744,25.7147,25.6999,0,,,8.867,9.2508,8.9635,8.7579,9.2253,-112.4905,22.7349,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.7836,-0.9012,6.4747,1.3638,0.3333,,0.9554,0.9315,0.9532,0.0081,0.0098,0.1166,0.1651,23.4727,-0.0269,-0.4066,0.722,0,1.2849,0.0167,1.1678,0.1212,0.0374,0.3868,0.0237,0.0025,0.0035,0.0026,0.0034,0.0028,0.003,-126.3358,1.9294,0.1316,38,0.1653,-0.055,-14,0.834,-0.0591,-20,0.0765,0.1393,111.0591,-6.0324,-0.0619,-0.008,1.2492,6,0.1431,0.3137,-1.1059,0.0135,122.1103,-0.067,-0.713,0.0894,0.104,-3.353,-4.3948,-2.1496,-7.1072,8.6395,9.2876,-165.4862,-237.4188,-104.9137,-268.6746,11.813,18.4141,-1.3892,-4.4608,-6.849,1.1498,0.33,0.015,0.0686,17.9426,-0.0446,0.8002,0.1702,-64.9217,-0.6195,0.9914,32306749831,32436024026,32548598143,400.6482,388.5305,125.0772,156.646,-3054347.593,-1301136.841,46217126.42,45964475.09,47265611.93,49089310.47,3506421.503,-14.5341,0.4703,-42.4649,18.7658,13891595.84,14128845.73,-5.3229,8014061588,10479.9367,10516.4456,10533.1989,-6.2756,-10.6776,-17.7238,31.1561,-0.0073,-0.0143,4.7732,56.5002,57.1578,47.7182,-88,100,12,-0.0966,-0.1301,-0.7254,0.1373,0.8627,-0.4001,-0.1932,1519.567,1521.0829,1521.6341,-0.0041,-0.002,40.423,-0.0172,-0.0222,-0.0915,-0.0308,-2.181,2.5211,2.9047,0.7157,-0.3712,-0.5919,8.8491,8.9792,0.1317,8.8313,1.0305,8.6344,8.5659,1.0347,50.509,36.4562,14.0528,24.0297,25.0351,-0.3218,-0.2413,0.0094,2.0198,12592.2719,0.9618,0.9438,0
940,000001.XSHE,1,2017/5/9,,,,,,28.7317,,0.1055,-1.5134,,0.5526,0.0183,0.01,,,,-0.0011,-0.0009,-0.0007,0.7387,0.567,1.3029,13.471,0.9309,0.0077,0.31,-0.3126,,0.1334,8.7886,9.1647,8.9045,8.6937,9.1038,1.4476,25.5868,0.0691,0.5396,0.1532,0.1315,,-0.7034,0.0027,14.8045,0.278,0.7289,0.0049,0.0041,,,0.6744,25.7229,25.708,0,,,8.838,9.2472,8.9365,8.6979,9.2142,-125.6587,28.0191,,0.1075,0.0181,0.2106,-5.4442,,0.0181,0.2106,,0.018,0.278,0.278,0.0473,-4.5538,,0.79,-0.9085,6.5276,1.375,0.3333,,0.9675,0.9411,0.9664,0.0081,0.0098,0.1166,0.1651,30,0.0001,-0.3985,0.722,0,1.2849,0.0167,1.167,0.1212,0.0374,0.3868,0.0237,0.0024,0.0035,0.0026,0.0034,0.0028,0.003,-154.4279,1.9294,0.1316,40,0.164,-0.0578,-16,0.8272,-0.0569,-22,0.0765,0.1393,106.3374,-5.7759,-0.0619,-0.008,1.2492,6,0.1971,0.3224,-0.9732,0.0144,122.1103,-0.065,-0.7892,0.0894,0.1016,-2.2427,-3.3211,-0.6683,-6.2339,8.5987,9.2744,-105.1368,-185.3409,-58.2963,-244.8252,18.2798,19.474,15.8915,-3.9,-5.8863,1.189,0.2506,0.0361,0.0595,37.7615,-0.0325,0.7807,0.2403,-52.9285,-0.564,0.9897,32339169277,32401899855,32528868166,396.1701,392.366,127.8544,152.9943,-2900532.369,-2285271.476,43708457.25,43880624.46,46165895.94,43532688.98,1230521.788,-14.5775,0.4291,-25.9204,13.1781,14210281.9,14364500.57,-5.1545,7924487054,10512.3561,10515.1388,10524.7964,-6.7663,-10.1938,-10.0419,24.559,-0.007,-0.014,7.0587,48.9668,59.51,50.0299,-88,96,8,-0.1047,-0.1372,-0.634,0.183,0.817,-0.2898,-0.1971,1519.8323,1520.6766,1521.4507,-0.0045,-0.0022,44.1992,-0.0183,-0.0266,-0.0752,-0.0382,0.8341,2.7154,3.1919,0.7182,-0.3517,-0.4723,8.8169,8.9541,0.1357,8.797,1.0182,8.6061,8.5859,1.0229,56.205,39.3712,16.8338,27.6212,25.2273,-0.2798,-0.1901,0.0104,2.0363,12592.2719,0.9686,0.9422,0
